,Name,Adept,Archon,Carrier,Colossus,DarkTemplar,Disruptor,HighTemplar,Immortal,Mothership,Observer,Oracle,Phoenix,Probe,Sentry,Stalker,Tempest,WarpPrism,VoidRay,Zealot,Assimilator,CyberneticsCore,DarkShrine,FleetBeacon,Forge,Gateway,Nexus,PhotonCannon,Pylon,RoboticsFacility,RoboticsBay,ShieldBattery,Stargate,TemplarArchive,TwilightCouncil,WarpGate,ProtossAirArmorsLevel1,ProtossAirArmorsLevel2,ProtossAirArmorsLevel3,ProtossAirWeaponsLevel1,ProtossAirWeaponsLevel2,ProtossAirWeaponsLevel3,ProtossGroundArmorsLevel1,ProtossGroundArmorsLevel2,ProtossGroundArmorsLevel3,ProtossGroundWeaponsLevel1,ProtossGroundWeaponsLevel2,ProtossGroundWeaponsLevel3,ProtossShieldsLevel1,ProtossShieldsLevel2,ProtossShieldsLevel3,AdeptPiercingAttack,BlinkTech,Charge,DarkTemplarBlinkUpgrade,ExtendedThermalLance,GraviticDrive,ObserverGraviticBooster,PhoenixRangeUpgrade,PsiStormTech,WarpGateResearch,Adept1,Archon1,Carrier1,Colossus1,DarkTemplar1,Disruptor1,HighTemplar1,Immortal1,Mothership1,Observer1,Oracle1,Phoenix1,Probe1,Sentry1,Stalker1,Tempest1,WarpPrism1,VoidRay1,Zealot1,Assimilator1,CyberneticsCore1,DarkShrine1,FleetBeacon1,Forge1,Gateway1,Nexus1,PhotonCannon1,Pylon1,RoboticsFacility1,RoboticsBay1,ShieldBattery1,Stargate1,TemplarArchive1,TwilightCouncil1,WarpGate1,ProtossAirArmorsLevel11,ProtossAirArmorsLevel21,ProtossAirArmorsLevel31,ProtossAirWeaponsLevel11,ProtossAirWeaponsLevel21,ProtossAirWeaponsLevel31,ProtossGroundArmorsLevel11,ProtossGroundArmorsLevel21,ProtossGroundArmorsLevel31,ProtossGroundWeaponsLevel11,ProtossGroundWeaponsLevel21,ProtossGroundWeaponsLevel31,ProtossShieldsLevel11,ProtossShieldsLevel21,ProtossShieldsLevel31,AdeptPiercingAttack1,BlinkTech1,Charge1,DarkTemplarBlinkUpgrade1,ExtendedThermalLance1,GraviticDrive1,ObserverGraviticBooster1,PhoenixRangeUpgrade1,PsiStormTech1,WarpGateResearch1
10,replaysTest/4-8-3-72282-2019-02-23T17-19-38-759.SC2Replay,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,9,1,1,0,0,1,0,2,0,5,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,1,0,0,2,1,1,0,0,0,2,0,7,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,replaysTest/4-8-3-72282-2019-02-23T00-48-36-538.SC2Replay,0,2,0,0,0,0,0,1,0,2,0,0,55,1,16,0,0,0,0,4,1,0,0,1,0,3,0,10,1,0,6,0,1,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,56,1,2,1,0,0,5,6,1,0,1,0,0,3,0,8,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,replaysTest/4-8-3-72282-2019-02-22T04-30-12-1002.SC2Replay,2,0,0,0,0,0,0,4,0,1,0,0,50,2,0,0,0,0,13,4,1,1,0,2,0,3,4,11,1,1,3,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,2,0,2,0,0,34,2,2,0,0,0,5,6,1,1,0,0,4,3,0,10,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13,replaysTest/4-8-3-72282-2019-02-22T04-07-34-810.SC2Replay,0,0,0,0,0,0,0,1,0,1,0,0,50,0,11,0,0,0,10,4,1,0,0,3,0,3,1,10,1,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,38,2,0,0,1,0,3,5,1,0,0,0,2,3,0,8,1,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,replaysTest/4-8-3-72282-2019-02-22T01-39-09-1047.SC2Replay,0,0,0,0,0,0,0,1,0,0,1,0,52,0,9,0,0,0,0,4,1,1,0,1,0,3,2,10,1,0,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,44,0,5,0,0,0,8,4,1,0,0,0,0,2,0,8,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
15,replaysTest/4-8-3-72282-2019-02-21T18-01-14-604.SC2Replay,0,0,0,0,0,0,0,1,0,0,0,0,49,0,4,0,0,0,0,4,1,0,0,1,4,2,0,9,1,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,25,0,0,0,0,0,0,2,1,0,0,0,0,1,0,5,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,replaysTest/4-8-3-72282-2019-02-21T16-44-08-637.SC2Replay,0,0,0,0,0,0,0,0,0,0,0,12,49,0,10,0,0,0,0,4,1,0,0,1,0,2,0,9,0,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,43,2,10,0,0,0,4,4,1,0,0,1,2,3,0,9,1,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,replaysTest/4-8-3-72282-2019-02-21T07-09-31-524.SC2Replay,0,3,0,0,0,0,0,1,0,0,2,0,42,0,2,0,1,0,14,4,1,0,0,0,0,2,0,9,1,0,2,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,31,0,5,0,0,0,0,2,1,0,0,0,2,3,0,4,1,0,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18,replaysTest/4-8-3-72282-2019-02-21T06-09-51-823.SC2Replay,0,0,0,0,0,0,0,1,0,0,0,0,46,0,5,0,0,0,0,4,1,0,0,0,0,2,0,8,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,8,0,0,0,2,4,1,0,0,0,0,2,0,9,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,replaysTest/4-8-3-72282-2019-02-21T04-35-11-557.SC2Replay,0,0,0,0,0,0,0,1,0,1,0,2,34,0,2,0,0,3,12,4,1,0,0,0,0,2,0,9,1,0,2,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,37,0,2,0,0,0,0,4,1,1,0,1,0,2,2,5,1,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20,replaysTest/4-8-3-72282-2019-02-21T04-10-54-683.SC2Replay,0,0,0,0,0,0,0,1,0,2,0,0,40,0,9,0,0,0,4,4,1,0,0,1,0,3,1,8,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,48,0,4,0,1,0,10,4,1,1,0,2,0,2,0,12,1,0,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,replaysTest/4-8-3-72282-2019-02-21T02-40-30-1013.SC2Replay,0,0,0,0,0,0,0,3,0,1,0,0,60,2,12,0,0,0,8,6,1,0,0,2,2,3,0,10,1,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,57,2,13,0,1,0,0,4,1,0,0,1,0,3,0,11,2,1,2,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22,replaysTest/4-8-3-72282-2019-02-20T16-33-37-961.SC2Replay,0,2,0,0,0,0,2,5,0,0,0,0,44,5,6,0,0,0,5,4,1,0,0,1,0,2,0,12,1,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,1,0,0,61,0,14,0,1,0,4,4,1,0,0,2,2,3,0,11,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,replaysTest/4-8-2-71663-2019-02-19T16-41-13-643.SC2Replay,0,0,0,0,0,0,0,3,0,2,0,0,26,1,0,0,1,0,2,2,1,0,0,1,0,2,2,6,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,5,0,5,1,0,0,1,0,3,7,12,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,replaysTest/4-8-2-71663-2019-02-19T07-35-04-712.SC2Replay,0,0,0,0,0,0,0,1,0,1,4,0,53,0,12,0,0,0,0,4,1,0,0,1,0,3,0,13,1,0,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,1,0,0,38,0,6,0,0,0,3,4,1,0,0,2,1,3,2,9,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,replaysTest/4-8-2-71663-2019-02-19T07-10-54-519.SC2Replay,0,0,0,0,0,0,0,0,0,1,0,0,46,0,3,0,1,0,6,4,1,0,0,1,0,2,0,10,1,0,3,0,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,39,0,0,0,0,0,5,4,1,0,0,2,0,2,0,9,1,0,0,0,1,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,replaysTest/4-8-2-71663-2019-02-18T22-18-56-1080.SC2Replay,0,0,0,0,0,0,0,1,0,1,2,0,44,2,0,0,1,0,5,4,1,0,0,1,0,2,5,7,1,0,5,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,19,2,1,0,0,1,0,3,1,8,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,replaysTest/4-8-2-71663-2019-02-18T17-35-54-931.SC2Replay,0,0,0,0,0,0,0,0,0,2,0,0,43,0,12,0,0,0,0,4,1,0,0,1,0,3,0,8,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,54,0,3,0,0,0,4,4,1,0,0,1,0,3,1,13,1,1,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
28,replaysTest/4-8-2-71663-2019-02-18T14-47-00-599.SC2Replay,0,0,0,0,0,0,0,1,0,0,0,0,25,0,13,0,0,0,0,2,1,0,0,0,0,1,0,6,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,16,0,5,0,0,0,1,3,1,0,0,0,0,2,0,4,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29,replaysTest/4-8-2-71663-2019-02-18T14-35-36-894.SC2Replay,0,0,0,0,0,0,0,3,0,1,0,0,46,0,8,0,0,0,8,4,1,0,0,1,2,2,0,10,1,0,3,0,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,49,1,8,0,0,0,13,4,1,0,0,0,3,3,0,11,1,1,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30,replaysTest/4-8-2-71663-2019-02-18T03-55-41-736.SC2Replay,0,0,0,0,0,0,0,2,0,1,0,0,47,4,6,0,1,0,20,4,1,0,0,0,0,3,0,11,1,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,55,1,12,0,0,0,0,4,1,0,0,1,0,2,1,8,1,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,replaysTest/4-8-2-71663-2019-02-18T02-35-06-877.SC2Replay,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0,2,1,0,1,1,1,1,5,6,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,11,0,0,0,0,2,1,0,0,0,0,2,0,6,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,replaysTest/4-8-2-71663-2019-02-18T02-19-54-619.SC2Replay,0,0,0,0,0,0,0,0,0,0,0,1,26,2,6,0,0,0,8,2,1,0,0,0,0,2,0,7,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,23,0,8,0,0,0,0,2,1,0,0,0,0,2,0,4,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,replaysTest/4-8-2-71663-2019-02-18T00-33-12-997.SC2Replay,0,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,0,2,1,0,0,1,1,1,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,15,0,0,0,0,1,10,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,replaysTest/4-8-2-71663-2019-02-17T23-47-51-734.SC2Replay,1,0,0,0,0,0,0,0,0,0,0,0,17,1,5,0,0,0,2,3,1,0,0,0,0,1,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,30,0,3,0,0,0,0,4,1,0,0,1,1,2,6,8,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35,replaysTest/4-8-2-71663-2019-02-17T19-51-46-937.SC2Replay,2,1,0,0,0,0,0,2,0,2,0,0,53,2,4,0,0,0,6,4,1,0,0,1,4,3,0,10,1,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,43,2,6,0,0,0,4,4,1,0,0,2,0,3,1,9,1,1,4,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,replaysTest/4-8-2-71663-2019-02-17T05-50-59-519.SC2Replay,0,0,0,0,0,0,0,0,0,1,0,0,45,1,21,0,1,0,0,4,1,0,0,1,0,2,2,10,1,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,40,0,2,0,0,0,0,4,1,0,0,1,0,2,0,9,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,replaysTest/4-8-2-71663-2019-02-17T04-29-05-680.SC2Replay,0,4,0,0,0,0,0,1,0,2,0,0,47,1,7,0,1,0,8,4,1,0,0,1,0,3,2,13,1,0,3,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,56,0,3,0,1,0,3,6,1,1,0,2,3,3,2,9,1,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38,replaysTest/4-8-2-71663-2019-02-17T02-28-05-508.SC2Replay,0,3,0,0,0,0,1,1,0,1,0,0,46,2,5,0,1,0,12,6,1,0,0,1,0,3,0,11,1,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,45,0,1,0,1,0,4,4,1,0,0,1,2,3,0,10,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,replaysTest/4-8-2-71663-2019-02-17T01-24-59-708.SC2Replay,0,0,0,0,0,0,0,3,0,0,0,0,31,0,9,0,0,0,0,2,1,0,0,0,2,2,0,8,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,5,0,4,1,0,0,1,0,2,4,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,replaysTest/4-8-2-71663-2019-02-17T01-10-38-760.SC2Replay,0,3,0,0,0,0,2,2,0,1,0,0,46,2,4,0,1,0,6,4,1,0,0,1,0,3,0,13,1,0,1,0,1,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,2,0,0,0,0,53,0,10,0,0,0,3,4,1,0,0,1,0,2,2,12,1,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
41,replaysTest/4-8-2-71663-2019-02-16T05-38-03-593.SC2Replay,6,0,0,0,0,0,0,2,0,0,0,0,25,0,12,0,1,0,0,2,1,0,0,0,0,2,0,7,1,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
