,0Frame_id,0P1_mmr,0P2_mmr,0Replay_id,P1_Supply_army,P1_Supply_total,P1_Supply_used,P1_Supply_workers,P1_Unit_Nexus,P1_Unit_Probe,P1_minerals,P1_vespene,P2_Supply_army,P2_Supply_total,P2_Supply_used,P2_Supply_workers,P2_Unit_Nexus,P2_Unit_Probe,P2_minerals,P2_vespene
28,0.0,3320.0,3379.0,4-2-1-62848-4-2018-03-07T00-09-51-443,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
29,0.0,3668.0,3557.0,4-2-2-63454-5-2018-03-28T17-46-35-684,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
30,0.0,0.0,3523.0,4-2-1-62848-4-2018-03-07T00-33-42-337,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
31,0.0,4688.0,3771.0,4-2-1-62848-5-2018-03-27T04-57-59-429,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
32,0.0,3780.0,3752.0,4-2-2-63454-5-2018-03-28T17-52-27-1026,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
33,0.0,3245.0,3188.0,4-2-1-62848-4-2018-03-07T00-42-52-1042,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
34,0.0,3832.0,3785.0,4-2-1-62848-5-2018-03-27T05-00-32-906,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
35,0.0,3822.0,3991.0,4-2-1-62848-5-2018-03-09T16-50-29-425,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
36,0.0,3909.0,3845.0,4-2-1-62848-5-2018-03-27T07-12-49-762,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
37,0.0,4161.0,4030.0,4-2-1-62848-5-2018-03-09T17-00-39-985,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
38,0.0,4349.0,0.0,4-2-1-62848-5-2018-03-27T07-41-49-520,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
39,0.0,4374.0,4521.0,4-2-2-63454-5-2018-03-28T21-08-50-730,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
40,0.0,4063.0,4328.0,4-2-1-62848-5-2018-03-09T17-27-10-253,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
41,0.0,3869.0,3804.0,4-2-1-62848-5-2018-03-09T17-29-42-64,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
42,0.0,0.0,0.0,4-2-1-62848-5-2018-03-27T08-15-30-964,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
43,0.0,3979.0,4085.0,4-2-1-62848-5-2018-03-09T17-35-57-367,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
44,0.0,3576.0,3558.0,4-2-1-62848-4-2018-03-07T01-13-49-636,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
45,0.0,3861.0,0.0,4-2-2-63454-5-2018-03-28T21-34-55-1211,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
46,0.0,4396.0,4287.0,4-2-1-62848-5-2018-03-27T08-20-24-335,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
47,0.0,3633.0,3576.0,4-2-1-62848-5-2018-03-09T17-40-52-771,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
48,0.0,3204.0,3219.0,4-2-1-62848-4-2018-03-07T01-20-23-334,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
49,0.0,4467.0,4477.0,4-2-1-62848-5-2018-03-27T08-40-03-529,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
50,0.0,3183.0,3240.0,4-2-1-62848-4-2018-03-07T01-26-47-325,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
51,0.0,3327.0,3219.0,4-2-1-62848-4-2018-03-07T01-57-00-330,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
52,0.0,4499.0,4364.0,4-2-1-62848-5-2018-03-27T08-47-27-184,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
53,0.0,4583.0,4512.0,4-2-1-62848-5-2018-03-09T18-47-34-686,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
54,0.0,4516.0,4346.0,4-2-1-62848-5-2018-03-27T08-52-58-281,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
55,0.0,3841.0,3886.0,4-2-2-63454-5-2018-03-28T21-51-10-932,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
56,0.0,3163.0,2943.0,4-2-1-62848-4-2018-03-07T01-59-17-631,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
57,0.0,3419.0,3402.0,4-2-1-62848-5-2018-03-27T08-57-47-400,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
58,0.0,3842.0,3853.0,4-2-1-62848-5-2018-03-09T19-18-49-670,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
59,0.0,3370.0,3448.0,4-2-1-62848-4-2018-03-07T02-13-32-445,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
60,0.0,3986.0,4009.0,4-2-2-63454-5-2018-03-28T21-56-35-582,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
61,0.0,3933.0,3869.0,4-2-1-62848-5-2018-03-09T20-02-08-556,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
62,0.0,3146.0,0.0,4-2-1-62848-4-2018-03-07T02-38-10-392,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
63,0.0,4389.0,4603.0,4-2-2-63454-5-2018-03-28T21-56-51-472,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
64,0.0,4303.0,4508.0,4-2-1-62848-5-2018-03-09T20-07-20-625,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
65,0.0,3365.0,3469.0,4-2-1-62848-4-2018-03-07T02-51-20-577,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
66,0.0,4958.0,4401.0,4-2-1-62848-5-2018-03-27T11-51-38-258,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
67,0.0,3827.0,3804.0,4-2-1-62848-5-2018-03-09T21-08-45-609,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
68,0.0,3776.0,3754.0,4-2-2-63454-5-2018-03-29T01-16-47-600,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
69,0.0,3486.0,0.0,4-2-1-62848-4-2018-03-07T02-51-46-780,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
70,0.0,4426.0,4958.0,4-2-1-62848-5-2018-03-27T11-58-32-357,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
71,0.0,3775.0,3789.0,4-2-1-62848-5-2018-03-09T22-04-06-328,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
72,0.0,3572.0,3614.0,4-2-1-62848-5-2018-03-27T12-01-09-444,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
73,0.0,3560.0,3594.0,4-2-2-63454-5-2018-03-29T01-20-26-719,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
74,0.0,3493.0,3508.0,4-2-1-62848-4-2018-03-07T03-18-29-609,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
75,0.0,3676.0,3686.0,4-2-1-62848-5-2018-03-09T22-27-35-303,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
76,0.0,4956.0,4669.0,4-2-1-62848-5-2018-03-27T12-02-58-282,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
77,0.0,3559.0,3525.0,4-2-1-62848-5-2018-03-09T22-40-35-201,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
78,0.0,3612.0,3612.0,4-2-1-62848-4-2018-03-07T03-40-06-280,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
79,0.0,3568.0,3300.0,4-2-2-63454-5-2018-03-29T01-22-30-881,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
80,0.0,3731.0,3790.0,4-2-1-62848-5-2018-03-09T22-55-45-332,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
81,0.0,3879.0,0.0,4-2-1-62848-5-2018-03-27T12-06-50-963,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
82,0.0,0.0,4369.0,4-2-1-62848-5-2018-03-09T23-17-44-476,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
83,0.0,3854.0,3923.0,4-2-2-63454-5-2018-03-29T01-38-00-479,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
84,0.0,3458.0,3484.0,4-2-1-62848-5-2018-03-09T23-47-28-279,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
85,0.0,4090.0,4099.0,4-2-1-62848-5-2018-03-27T12-29-08-201,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
86,0.0,4357.0,4036.0,4-2-1-62848-5-2018-03-09T23-57-57-326,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
87,0.0,3642.0,3592.0,4-2-1-62848-4-2018-03-07T03-47-02-233,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
88,0.0,4155.0,4170.0,4-2-1-62848-5-2018-03-27T12-35-39-563,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
89,0.0,3509.0,3490.0,4-2-1-62848-4-2018-03-07T03-53-53-306,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
90,0.0,3760.0,0.0,4-2-1-62848-5-2018-03-09T23-58-15-863,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
91,0.0,4365.0,4057.0,4-2-2-63454-5-2018-03-29T01-42-04-1668,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
92,0.0,0.0,3534.0,4-2-1-62848-4-2018-03-07T03-59-57-339,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
93,0.0,3164.0,0.0,4-2-1-62848-4-2018-03-07T04-11-11-291,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
94,0.0,4393.0,4063.0,4-2-1-62848-5-2018-03-10T00-01-22-350,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
95,0.0,4703.0,4740.0,4-2-1-62848-5-2018-03-27T12-39-38-1006,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
96,0.0,4370.0,4584.0,4-2-1-62848-5-2018-03-10T00-11-34-779,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
97,0.0,4327.0,0.0,4-2-2-63454-5-2018-03-29T01-44-57-361,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
98,0.0,5464.0,4427.0,4-2-1-62848-5-2018-03-27T12-43-59-870,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
99,0.0,5060.0,4546.0,4-2-2-63454-5-2018-03-29T01-49-57-607,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
100,0.0,4361.0,5042.0,4-2-1-62848-5-2018-03-10T00-13-02-445,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
101,0.0,3358.0,3295.0,4-2-1-62848-4-2018-03-07T04-53-27-1012,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
102,0.0,3677.0,3546.0,4-2-1-62848-5-2018-03-27T12-46-45-367,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
103,0.0,3553.0,0.0,4-2-2-63454-5-2018-03-29T01-59-13-499,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
104,0.0,3888.0,0.0,4-2-1-62848-5-2018-03-10T00-17-00-1032,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
105,0.0,3506.0,3450.0,4-2-1-62848-4-2018-03-07T05-14-56-340,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
106,0.0,4698.0,4464.0,4-2-1-62848-5-2018-03-27T12-57-26-629,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
107,0.0,3928.0,0.0,4-2-2-63454-5-2018-03-29T02-01-46-1071,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
108,0.0,4785.0,4405.0,4-2-1-62848-5-2018-03-27T13-00-49-422,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
109,0.0,3323.0,0.0,4-2-1-62848-4-2018-03-07T05-57-59-862,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
110,0.0,4143.0,4127.0,4-2-1-62848-5-2018-03-10T00-37-36-900,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
111,0.0,4485.0,3984.0,4-2-1-62848-5-2018-03-27T13-06-27-249,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
112,0.0,3946.0,3997.0,4-2-1-62848-5-2018-03-27T13-25-54-215,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
113,0.0,3510.0,3586.0,4-2-1-62848-4-2018-03-07T06-11-42-334,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
114,0.0,0.0,4379.0,4-2-2-63454-5-2018-03-29T02-10-00-293,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
115,0.0,4272.0,4713.0,4-2-1-62848-5-2018-03-10T02-25-00-305,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
116,0.0,3306.0,3411.0,4-2-1-62848-4-2018-03-07T06-34-05-410,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
117,0.0,3620.0,3644.0,4-2-2-63454-5-2018-03-29T07-28-37-791,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
118,0.0,3659.0,0.0,4-2-1-62848-5-2018-03-10T02-37-36-280,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
119,0.0,3539.0,3239.0,4-2-1-62848-4-2018-03-07T06-47-19-212,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
120,0.0,3676.0,3842.0,4-2-1-62848-5-2018-03-27T16-29-05-1081,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
121,0.0,0.0,4023.0,4-2-1-62848-5-2018-03-10T02-42-59-416,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
122,0.0,3653.0,3708.0,4-2-1-62848-4-2018-03-07T06-52-37-412,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
123,0.0,3834.0,3885.0,4-2-2-63454-5-2018-03-29T07-29-56-414,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
124,0.0,3555.0,0.0,4-2-1-62848-5-2018-03-10T02-43-00-618,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
125,0.0,0.0,3509.0,4-2-1-62848-4-2018-03-07T07-29-17-541,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
126,0.0,5072.0,4455.0,4-2-2-63454-5-2018-03-29T07-40-39-363,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
127,0.0,3749.0,3800.0,4-2-2-63454-5-2018-03-29T07-41-08-172,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0,0.0,15.0,12.0,12.0,1.0,12.0,50.0,0.0
